db_id,price,date_of_transfer,postcode,property_type,new_build_flag,tenure_type,locality,town_city,district,county,country,latitude,longitude
24204216,180000,2019-05-01,DY10 3ED,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38178100,-2.22626200
24925524,351000,2019-03-29,DY10 3ED,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38178100,-2.22626200
24759287,125000,2019-12-20,DY10 3EE,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38191200,-2.22354500
24631958,239000,2019-09-09,DY10 3EG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38284100,-2.22675200
24931829,545000,2019-05-31,DY10 3HG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38115200,-2.23066600
24992662,612500,2019-12-19,DY10 3HN,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38018200,-2.23486300
24968297,200000,2019-10-11,DY10 3HP,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37544800,-2.23286900
24624847,395000,2019-09-05,DY10 3HR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37722500,-2.23904900
24693974,371000,2019-12-16,DY10 3HT,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38086000,-2.23748200
24930026,300000,2019-06-21,DY10 3HT,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38086000,-2.23748200
24371858,682500,2019-02-05,DY10 3NL,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39694500,-2.20011700
24518224,198500,2019-07-05,DY10 3PG,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39812700,-2.22045200
24693971,560000,2019-12-09,DY10 3PH,D,N,F,HURCOTT,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39750000,-2.21426200
24513999,215000,2019-06-21,DY10 3QW,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39068900,-2.22187000
24374603,179950,2019-02-15,DY10 3QX,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39028000,-2.22930300
24690402,181000,2019-12-11,DY10 3QX,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39028000,-2.22930300
24840668,275000,2019-09-04,DY10 3QX,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39028000,-2.22930300
24434504,190000,2019-10-29,DY10 3QY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39044800,-2.22598300
24581687,205000,2019-05-31,DY10 3QY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39044800,-2.22598300
24653388,153000,2019-10-21,DY10 3XA,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38484800,-2.22047400
24430464,255000,2019-11-04,DY10 3XE,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38493300,-2.21872600
24690414,175000,2019-12-02,DY10 3XE,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38493300,-2.21872600
24279210,205000,2019-04-04,DY10 3XF,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38615500,-2.21861500
24939546,200000,2019-06-03,DY10 3XF,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38615500,-2.21861500
24206253,204000,2019-03-12,DY10 3XH,D,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38638800,-2.21938000
25142300,121000,2019-09-13,DY10 3XH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38638800,-2.21938000
24645490,167500,2019-08-16,DY10 3XR,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38814000,-2.21958000
25152423,175000,2019-10-17,DY10 3XY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38969400,-2.22039600
25160032,150000,2019-02-15,DY10 3YA,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38856600,-2.22262400
24414688,131500,2019-05-10,DY10 3YD,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38675100,-2.22229100
24937566,147000,2019-06-28,DY10 3YQ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38503400,-2.22235600
24278356,215000,2019-04-12,DY10 3YR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38537600,-2.21739200
24631973,190000,2019-09-06,DY10 3YR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38537600,-2.21739200
24645473,195000,2019-08-28,DY10 3YR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.38537600,-2.21739200
24279637,216000,2019-04-09,DY10 3YY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39039200,-2.22236800
24411126,270000,2019-05-03,DY10 4AP,S,N,F,STONE,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37310900,-2.20950200
24857405,275000,2019-02-20,DY10 4AP,S,N,F,STONE,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37310900,-2.20950200
24649466,400000,2019-11-04,DY10 4BH,D,N,F,STONE,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36796200,-2.20984100
25133743,400000,2019-11-13,DY10 4BH,D,Y,F,STONE,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36796200,-2.20984100
25054196,325000,2019-09-27,DY10 4DQ,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37167800,-2.22976500
24717310,126000,2019-05-24,DY10 4EN,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37188900,-2.23221900
24740829,130000,2019-09-06,DY10 4EN,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37188900,-2.23221900
25056195,82000,2019-09-23,DY10 4EN,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37188900,-2.23221900
24295883,140000,2019-10-31,DY10 4HN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37009400,-2.22586500
24735513,200000,2019-04-09,DY10 4HQ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37101800,-2.22719100
25056188,270000,2019-09-06,DY10 4HQ,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37101800,-2.22719100
24637581,275000,2019-06-27,DY10 4HS,D,N,F,SUMMERFIELD,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36141200,-2.22933000
24585671,245000,2019-06-07,DY10 4HW,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36976300,-2.22520200
24417677,740000,2019-04-26,DY10 4HX,D,N,F,TORTON,KIDDERMINSTER,WYCHAVON,WORCESTERSHIRE,England,52.35056500,-2.22705700
25051886,230000,2019-09-19,DY10 4HZ,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36981800,-2.22476200
25032277,185000,2019-10-18,DY10 4JG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36846000,-2.22496000
25083631,212000,2019-02-20,DY10 4JG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36846000,-2.22496000
24736366,185000,2019-03-15,DY10 4JJ,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36904200,-2.22634400
25018528,186000,2019-01-30,DY10 4JL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36999300,-2.22699500
24840361,352500,2019-08-09,DY10 4JN,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36905600,-2.22343600
24737069,225000,2019-04-02,DY10 4JP,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36934300,-2.22878400
24540743,215000,2019-07-19,DY10 4JR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36863400,-2.22788400
25061714,247500,2019-10-04,DY10 4JS,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36804900,-2.22814500
24292566,183000,2019-11-08,DY10 4JT,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36845100,-2.22976300
25011898,240000,2019-01-29,DY10 4JT,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36845100,-2.22976300
24844623,287000,2019-08-23,DY10 4JU,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36955800,-2.22884300
25178290,144000,2019-10-28,DY10 4JW,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36768700,-2.22971500
24589663,280000,2019-05-24,DY10 4RR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36770100,-2.23172700
24737909,283500,2019-04-02,DY10 4RR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36770100,-2.23172700
24840672,285000,2019-09-05,DY10 4RR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36770100,-2.23172700
24856574,349950,2019-03-08,DY10 4RS,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37346600,-2.22588200
24868264,310000,2019-08-30,DY10 4RS,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37346600,-2.22588200
24414687,340000,2019-04-09,DY10 4RT,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37486800,-2.22572700
24583690,280000,2019-05-03,DY10 4RX,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37366400,-2.22575100
24647922,290000,2019-12-10,DY10 4RY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37457200,-2.22340100
24720969,339000,2019-12-04,DY10 4RY,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37457200,-2.22340100
24645492,275000,2019-09-04,DY10 4ST,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36644600,-2.22967900
24312441,195000,2019-11-04,DY10 4SY,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36852200,-2.23919200
24633947,175000,2019-08-23,DY10 4SY,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36852200,-2.23919200
24641531,215000,2019-08-23,DY10 4SZ,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36902900,-2.23755000
24734661,223000,2019-02-01,DY10 4SZ,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36902900,-2.23755000
24856579,218000,2019-02-08,DY10 4SZ,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36902900,-2.23755000
24373451,134000,2019-02-15,DY10 4TA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37068100,-2.23860200
24417262,100000,2019-04-17,DY10 4TB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36988100,-2.23837700
24552173,120000,2019-05-23,DY10 4TB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36988100,-2.23837700
24415379,157000,2019-05-03,DY10 4TH,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37155000,-2.23524300
24734669,153000,2019-03-15,DY10 4TH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37155000,-2.23524300
24860304,153000,2019-08-28,DY10 4TH,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37155000,-2.23524300
24862276,189950,2019-08-19,DY10 4TH,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37155000,-2.23524300
25116790,165000,2019-01-08,DY10 4TH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37155000,-2.23524300
24177097,105000,2019-05-17,DY10 4TJ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37108400,-2.23480000
24179073,155000,2019-05-23,DY10 4TJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37108400,-2.23480000
24759303,195000,2019-12-20,DY10 4TJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37108400,-2.23480000
24275935,128500,2019-03-22,DY10 4TL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36943700,-2.24028400
24318383,125000,2019-11-22,DY10 4TL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36943700,-2.24028400
24567922,127500,2019-06-20,DY10 4TL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36943700,-2.24028400
24440417,445000,2019-11-01,DY10 4TR,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36627000,-2.23233600
24334983,180000,2019-07-22,DY10 4TU,S,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36735600,-2.23765900
24533332,191000,2019-08-12,DY10 4TU,D,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36735600,-2.23765900
24528287,100000,2019-07-13,DY10 4TW,T,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
24737084,105000,2019-03-22,DY10 4TW,S,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
24927531,116115,2019-06-07,DY10 4TW,T,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
25011896,125500,2019-01-31,DY10 4TW,T,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
25117234,100000,2019-01-25,DY10 4TW,T,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
25142301,117000,2019-10-31,DY10 4TW,T,N,F,SPENNELLS,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36826800,-2.23576900
24179086,235000,2019-05-23,DY10 4UB,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36616200,-2.23687400
25072108,325000,2019-09-26,DY10 4UB,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36616200,-2.23687400
24179075,79950,2019-05-31,DY10 4UJ,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.37029300,-2.23457500
24414989,134000,2019-04-26,DY10 4UL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36952600,-2.23587900
25016550,133000,2019-02-04,DY10 4UN,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36905200,-2.23465700
25086789,75000,2019-03-08,DY10 4UN,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36905200,-2.23465700
25087195,67000,2019-02-18,DY10 4UN,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.36905200,-2.23465700
24915578,137000,2019-05-22,DY11 5AB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39155200,-2.26180000
25083637,135000,2019-02-07,DY11 5AB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39155200,-2.26180000
25137748,125500,2019-11-29,DY11 5AB,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39155200,-2.26180000
24208257,176500,2019-02-21,DY11 5AD,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39237100,-2.26136400
24324859,158000,2019-07-19,DY11 5AH,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39359200,-2.26200300
24898814,153000,2019-05-29,DY11 5AJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39396800,-2.26249000
24438432,260000,2019-11-01,DY11 5AL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24573902,86500,2019-05-20,DY11 5AL,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24579685,195000,2019-05-30,DY11 5AL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24583684,135000,2019-06-18,DY11 5AL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24651415,212000,2019-11-15,DY11 5AL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24653293,105000,2019-08-07,DY11 5AL,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24736357,215000,2019-03-20,DY11 5AL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
25131743,110260,2019-12-16,DY11 5AL,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39663900,-2.26607700
24530910,260000,2019-01-11,DY11 5AN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39299100,-2.26536500
25126235,295000,2019-12-19,DY11 5AP,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39703600,-2.26571200
24420139,238000,2019-07-12,DY11 5AW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39390800,-2.26532600
25017396,150000,2019-02-15,DY11 5BA,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39817000,-2.26519000
24189076,345000,2019-04-04,DY11 5BE,O,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39821700,-2.26810000
24442444,211000,2019-10-28,DY11 5BG,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39955000,-2.26721200
24647924,241000,2019-12-02,DY11 5BG,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39955000,-2.26721200
24459634,161000,2019-03-29,DY11 5BJ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39951800,-2.26904900
25135736,168500,2019-12-06,DY11 5BJ,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39951800,-2.26904900
24206241,340000,2019-05-16,DY11 5DA,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39206800,-2.25984900
25013873,85500,2019-01-14,DY11 5DA,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39206800,-2.25984900
24645514,315000,2019-08-16,DY11 5DD,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39342500,-2.26025300
24546487,145000,2019-08-16,DY11 5DH,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39432900,-2.26181600
24651406,150000,2019-11-01,DY11 5DH,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39432900,-2.26181600
24220271,185000,2019-05-16,DY11 5DJ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39415400,-2.25974300
24279951,220000,2019-04-05,DY11 5DL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39534700,-2.26105800
24643524,225000,2019-08-30,DY11 5DL,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39534700,-2.26105800
24855434,180000,2019-03-22,DY11 5DN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39689000,-2.26053400
24920222,187000,2019-06-28,DY11 5DP,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39841800,-2.25881300
24697648,192500,2019-12-16,DY11 5DR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39945000,-2.25763900
24937558,172000,2019-06-07,DY11 5DR,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39945000,-2.25763900
24655208,177500,2019-11-11,DY11 5DW,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39654000,-2.26025300
24587670,175000,2019-06-14,DY11 5DY,T,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39989900,-2.25570600
24622870,160000,2019-09-23,DY11 5DY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39989900,-2.25570600
24641536,154000,2019-08-23,DY11 5DY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39989900,-2.25570600
24550477,156500,2019-08-23,DY11 5ED,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39881200,-2.25754700
24626441,177000,2019-11-22,DY11 5ED,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39881200,-2.25754700
24629967,51250,2019-02-20,DY11 5ED,F,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39881200,-2.25754700
24649326,185000,2019-08-09,DY11 5ED,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39881200,-2.25754700
24643525,170000,2019-08-23,DY11 5EE,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39806600,-2.25757200
24854490,210000,2019-09-11,DY11 5EE,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39806600,-2.25757200
24917381,162500,2019-05-22,DY11 5EE,S,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39806600,-2.25757200
24371433,207500,2019-01-17,DY11 5EH,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39949200,-2.25255800
24651417,240000,2019-12-06,DY11 5EH,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39949200,-2.25255800
24805054,164000,2019-11-22,DY11 5HE,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39915000,-2.26116900
24375011,187500,2019-01-28,DY11 5HF,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39956500,-2.26034800
24738654,200000,2019-03-07,DY11 5HF,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39956500,-2.26034800
24310444,162000,2019-12-10,DY11 5HH,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39969100,-2.25409800
24571916,156000,2019-06-21,DY11 5HH,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39969100,-2.25409800
24855450,157500,2019-02-01,DY11 5HL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39797500,-2.26195100
24856561,172000,2019-03-15,DY11 5HL,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39797500,-2.26195100
24531790,173000,2019-01-11,DY11 5HN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39873400,-2.26041300
24649836,192000,2019-12-02,DY11 5HN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39873400,-2.26041300
24943545,240000,2019-07-02,DY11 5HN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39873400,-2.26041300
24937555,182500,2019-06-07,DY11 5HP,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39791400,-2.26313100
24939539,245000,2019-07-10,DY11 5HP,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39791400,-2.26313100
24375006,182500,2019-01-09,DY11 5HQ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39978100,-2.26260900
24643509,160000,2019-09-06,DY11 5HQ,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39978100,-2.26260900
25152460,230000,2019-11-04,DY11 5HQ,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39978100,-2.26260900
24653408,177500,2019-11-20,DY11 5HY,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39934100,-2.25397900
24651447,207500,2019-11-29,DY11 5JT,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39857000,-2.27091000
24436429,180000,2019-10-29,DY11 5JU,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39770200,-2.27307900
24418101,140000,2019-04-16,DY11 5JX,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39652300,-2.27373300
24624854,138000,2019-09-27,DY11 5JY,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39706200,-2.27389800
24798604,150000,2019-05-10,DY11 5LA,T,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39354100,-2.27653600
24944382,180000,2019-08-30,DY11 5LB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39373200,-2.27542100
25146195,185000,2019-10-28,DY11 5LB,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39373200,-2.27542100
24295897,202500,2019-12-11,DY11 5LN,D,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39927500,-2.27329500
24801018,202500,2019-12-11,DY11 5LN,O,N,L,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39927500,-2.27329500
24856473,192000,2019-08-12,DY11 5LN,S,N,F,,KIDDERMINSTER,WYRE FOREST,WORCESTERSHIRE,England,52.39927500,-2.27329500
